date;stock_fin_de_journee;source;pits
2015-08-28;8999.3376;Storengy;Sediane B
2014-11-22;11046.6468;Storengy;Saline
2017-06-07;1631.7315;Storengy;Sediane
2015-08-29;9086.5638;Storengy;Sediane B
2014-11-23;11046.6468;Storengy;Saline
2017-06-09;1638.54918;Storengy;Sediane
2015-08-30;9173.79;Storengy;Sediane B
2014-11-24;11046.6468;Storengy;Saline
2017-06-12;1725.57486;Storengy;Sediane
2015-09-02;9432.4608;Storengy;Sediane B
2014-11-25;11046.6468;Storengy;Saline
2017-06-15;1857.8178;Storengy;Sediane
2015-09-03;9517.6818;Storengy;Sediane B
2014-12-05;10933.353;Storengy;Saline
2017-06-28;1942.63776;Storengy;Sediane
2015-09-06;9770.337;Storengy;Sediane B
2014-12-19;10709.7732;Storengy;Saline
2017-06-29;1948.25232;Storengy;Sediane
2015-09-09;9772.3422;Storengy;Sediane B
2014-12-28;10728.8226;Storengy;Saline
2017-06-30;1951.86168;Storengy;Sediane
2015-09-10;9855.558;Storengy;Sediane B
2015-01-02;10575.4248;Storengy;Saline
2017-07-01;1968.90588;Storengy;Sediane
2015-09-11;9937.7712;Storengy;Sediane B
2015-01-15;10402.9776;Storengy;Saline
2017-07-02;1985.84982;Storengy;Sediane
2015-09-12;10019.9844;Storengy;Sediane B
2015-01-26;9308.1384;Storengy;Saline
2017-07-03;2003.59584;Storengy;Sediane
2015-09-17;10429.0452;Storengy;Sediane B
2015-01-31;8639.4042;Storengy;Saline
2017-07-11;2060.54352;Storengy;Sediane
2015-09-25;10946.3868;Storengy;Sediane B
2015-02-04;7458.3414;Storengy;Saline
2017-07-17;2107.4652;Storengy;Sediane
2015-10-04;11420.6166;Storengy;Sediane B
2015-02-05;6950.0232;Storengy;Saline
2017-07-25;2189.1771;Storengy;Sediane
2015-10-08;11540.9286;Storengy;Sediane B
2015-02-14;5524.326;Storengy;Saline
2017-07-30;2221.96212;Storengy;Sediane
2015-10-11;11643.1938;Storengy;Sediane B
2015-02-15;5550.3936;Storengy;Saline
2017-08-01;2247.62868;Storengy;Sediane
2015-10-18;11855.745;Storengy;Sediane B
2015-02-22;5405.0166;Storengy;Saline
2017-08-06;2262.76794;Storengy;Sediane
2015-10-19;11855.745;Storengy;Sediane B
2015-02-23;5315.7852;Storengy;Saline
2017-08-07;2264.47236;Storengy;Sediane
2015-10-27;12083.3352;Storengy;Sediane B
2015-03-02;5487.2298;Storengy;Saline
2017-08-18;2300.56596;Storengy;Sediane
2015-10-29;12054.2598;Storengy;Sediane B
2015-03-09;5770.9656;Storengy;Saline
2017-08-24;2366.93808;Storengy;Sediane
2015-11-13;11434.653;Storengy;Sediane B
2015-03-18;6236.172;Storengy;Saline
2017-08-28;2521.13796;Storengy;Sediane
2015-11-16;11061.6858;Storengy;Sediane B
2015-03-28;6709.3992;Storengy;Saline
2017-09-07;2830.23954;Storengy;Sediane
2015-11-17;10948.392;Storengy;Sediane B
2015-04-08;6913.9296;Storengy;Saline
2017-09-08;2883.57786;Storengy;Sediane
2015-11-19;10686.7134;Storengy;Sediane B
2015-04-23;7361.0892;Storengy;Saline
2017-09-17;3196.08828;Storengy;Sediane
2015-11-20;10527.3;Storengy;Sediane B
2015-04-30;7526.5182;Storengy;Saline
2017-09-23;3474.61056;Storengy;Sediane
2015-11-22;10274.6448;Storengy;Sediane B
2015-05-07;7713.0018;Storengy;Saline
2017-09-26;3632.52006;Storengy;Sediane
2015-11-29;9329.193;Storengy;Sediane B
2015-05-10;7792.2072;Storengy;Saline
2017-10-05;3905.72856;Storengy;Sediane
2015-12-02;8990.3142;Storengy;Sediane B
2015-05-21;8168.1822;Storengy;Saline
2017-10-07;3971.69964;Storengy;Sediane
2015-12-06;8528.1156;Storengy;Sediane B
2015-05-24;8256.411;Storengy;Saline
2017-10-08;4003.68258;Storengy;Sediane
2015-12-11;7904.4984;Storengy;Sediane B
2015-05-25;8280.4734;Storengy;Saline
2017-10-10;4060.22922;Storengy;Sediane
2015-12-12;7917.5322;Storengy;Sediane B
2015-05-28;8354.6658;Storengy;Saline
2017-10-15;4171.51782;Storengy;Sediane
2015-12-15;7917.5322;Storengy;Sediane B
2015-06-09;8649.4302;Storengy;Saline
2017-10-19;4248.91854;Storengy;Sediane
2015-12-21;7917.5322;Storengy;Sediane B
2015-06-13;8752.698;Storengy;Saline
2017-10-20;4268.5695;Storengy;Sediane
2015-12-26;7945.605;Storengy;Sediane B
2015-06-14;8776.7604;Storengy;Saline
2017-10-22;4315.99248;Storengy;Sediane
2016-01-04;7484.409;Storengy;Sediane B
2015-06-20;8933.166;Storengy;Saline
2017-10-24;4328.62524;Storengy;Sediane
2016-01-06;7218.72;Storengy;Sediane B
2015-06-21;8969.2596;Storengy;Saline
2017-11-01;4354.89336;Storengy;Sediane
2016-01-10;6693.3576;Storengy;Sediane B
2015-06-28;9146.7198;Storengy;Saline
2017-11-02;4353.7905;Storengy;Sediane
2016-01-12;6406.614;Storengy;Sediane B
2015-07-01;9196.8498;Storengy;Saline
2017-11-03;4342.36086;Storengy;Sediane
2016-01-13;6268.2552;Storengy;Sediane B
2015-07-07;9292.0968;Storengy;Saline
2017-11-22;3920.26626;Storengy;Sediane
2016-01-24;4545.7884;Storengy;Sediane B
2015-07-23;9578.8404;Storengy;Saline
2017-11-25;3850.08426;Storengy;Sediane
2016-01-26;4362.3126;Storengy;Sediane B
2015-07-29;9663.0588;Storengy;Saline
2017-12-07;3490.25112;Storengy;Sediane
2016-01-30;3907.1322;Storengy;Sediane B
2015-08-02;9723.2148;Storengy;Saline
2017-12-08;3465.9882;Storengy;Sediane
2016-02-02;3609.36;Storengy;Sediane B
2015-08-03;9760.311;Storengy;Saline
2017-12-12;3338.85852;Storengy;Sediane
2016-02-07;3141.1458;Storengy;Sediane B
2015-08-04;9800.415;Storengy;Saline
2017-12-16;3212.53092;Storengy;Sediane
2016-02-22;1476.8298;Storengy;Sediane B
2015-08-10;9955.818;Storengy;Saline
2017-12-17;3186.2628;Storengy;Sediane
2016-02-26;1243.224;Storengy;Sediane B
2015-08-17;10106.208;Storengy;Saline
2017-12-19;3108.5613;Storengy;Sediane
2016-02-28;1099.8522;Storengy;Sediane B
2015-08-18;10131.273;Storengy;Saline
2017-12-24;3028.3533;Storengy;Sediane
2016-02-29;995.5818;Storengy;Sediane B
2015-08-23;10269.6318;Storengy;Saline
2017-12-25;3007.90026;Storengy;Sediane
2016-03-03;945.4518;Storengy;Sediane B
2015-08-26;10313.7462;Storengy;Saline
2017-12-29;2949.74946;Storengy;Sediane
2016-03-12;945.4518;Storengy;Sediane B
2015-09-06;10478.1726;Storengy;Saline
2010-11-07;12544.52881;Storengy;Sediane B
2016-03-13;945.4518;Storengy;Sediane B
2015-09-16;10715.7888;Storengy;Saline
2010-11-10;12437.45514;Storengy;Sediane B
2016-03-22;776.0124;Storengy;Sediane B
2015-09-18;10782.963;Storengy;Saline
2010-11-11;12423.06428;Storengy;Sediane B
2016-03-24;776.0124;Storengy;Sediane B
2015-09-22;10916.3088;Storengy;Saline
2010-11-16;12353.90742;Storengy;Sediane B
2016-03-25;776.0124;Storengy;Sediane B
2015-09-24;10953.405;Storengy;Saline
2010-11-17;12282.6852;Storengy;Sediane B
2016-03-27;776.0124;Storengy;Sediane B
2015-10-02;10859.1606;Storengy;Saline
2010-11-20;12172.25246;Storengy;Sediane B
2016-03-28;829.1502;Storengy;Sediane B
2015-10-05;10858.158;Storengy;Saline
2010-11-26;11591.56729;Storengy;Sediane B
2016-04-01;684.7758;Storengy;Sediane B
2015-10-15;10846.1268;Storengy;Saline
2010-11-29;11114.61529;Storengy;Sediane B
2016-04-15;684.97632;Storengy;Sediane B
2015-10-21;10852.1424;Storengy;Saline
2010-11-30;10913.28271;Storengy;Sediane B
2016-04-16;684.97632;Storengy;Sediane B
2015-10-25;10883.223;Storengy;Saline
2010-12-02;10580.72646;Storengy;Sediane B
2016-04-20;684.97632;Storengy;Sediane B
2015-10-28;10898.262;Storengy;Saline
2010-12-08;9727.812343;Storengy;Sediane B
2016-04-27;684.97632;Storengy;Sediane B
2015-11-01;10869.1866;Storengy;Saline
2010-12-10;9423.243158;Storengy;Sediane B
2016-05-07;1203.32052;Storengy;Sediane B
2015-11-05;10853.145;Storengy;Saline
2010-12-11;9343.594291;Storengy;Sediane B
2016-05-08;1296.8631;Storengy;Sediane B
2015-11-07;10856.1528;Storengy;Saline
2010-12-19;7984.642831;Storengy;Sediane B
2016-05-09;1390.40568;Storengy;Sediane B
2015-11-11;10884.2256;Storengy;Saline
2010-12-24;7202.666274;Storengy;Sediane B
2016-05-11;1577.5911;Storengy;Sediane B
2015-11-15;10902.2724;Storengy;Saline
2010-12-31;6311.422888;Storengy;Sediane B
2016-05-15;1951.86168;Storengy;Sediane B
2015-11-21;10900.2672;Storengy;Saline
2011-01-03;6146.065232;Storengy;Sediane B
2016-05-16;2045.40426;Storengy;Sediane B
2015-11-24;10884.2256;Storengy;Saline
2011-01-11;5782.952643;Storengy;Sediane B
2016-05-31;3334.6476;Storengy;Sediane B
2015-11-29;10667.664;Storengy;Saline
2011-01-14;5751.525074;Storengy;Sediane B
2016-06-01;3370.54068;Storengy;Sediane B
2015-12-04;10378.9152;Storengy;Saline
2011-01-17;5731.567913;Storengy;Sediane B
2016-06-03;3466.89054;Storengy;Sediane B
2015-12-05;10386.936;Storengy;Saline
2011-01-18;5704.70433;Storengy;Sediane B
2016-06-05;3653.37414;Storengy;Sediane B
2015-12-08;10425.0348;Storengy;Saline
2011-01-21;5534.027712;Storengy;Sediane B
2016-06-14;4303.25946;Storengy;Sediane B
2015-12-15;10287.6786;Storengy;Saline
2011-01-24;5504.200974;Storengy;Sediane B
2016-06-17;4303.25946;Storengy;Sediane B
2015-12-18;10307.7306;Storengy;Saline
2011-01-26;5431.386573;Storengy;Sediane B
2016-06-19;4303.25946;Storengy;Sediane B
2015-12-21;10364.8788;Storengy;Saline
2011-01-28;5260.341544;Storengy;Sediane B
2016-06-24;4303.25946;Storengy;Sediane B
2015-12-27;10461.1284;Storengy;Saline
2011-02-11;4715.589786;Storengy;Sediane B
2016-06-25;4364.11728;Storengy;Sediane B
2016-01-07;10568.4066;Storengy;Saline
2011-02-20;4348.119133;Storengy;Sediane B
2016-06-27;4485.73266;Storengy;Sediane B
2016-01-13;10566.4014;Storengy;Saline
2011-02-21;4269.581905;Storengy;Sediane B
2016-06-28;4546.59048;Storengy;Sediane B
2016-01-16;10567.404;Storengy;Saline
2011-02-22;4175.465185;Storengy;Sediane B
2016-07-02;4821.5034;Storengy;Sediane B
2016-01-25;10304.7228;Storengy;Saline
2011-02-25;4044.227501;Storengy;Sediane B
2016-07-03;4914.7452;Storengy;Sediane B
2016-01-30;10365.8814;Storengy;Saline
2011-03-02;3823.372521;Storengy;Sediane B
2016-07-08;5382.35784;Storengy;Sediane B
2016-02-01;10372.8996;Storengy;Saline
2011-03-07;3582.531872;Storengy;Sediane B
2016-07-11;5662.98558;Storengy;Sediane B
2016-02-08;10243.5642;Storengy;Saline
2011-03-18;3288.237845;Storengy;Sediane B
2016-07-20;6505.16958;Storengy;Sediane B
2016-02-12;10136.286;Storengy;Saline
2011-03-22;3162.158015;Storengy;Sediane B
2016-07-21;6598.71216;Storengy;Sediane B
2016-02-13;10115.2314;Storengy;Saline
2011-03-26;3174.067288;Storengy;Sediane B
2016-07-26;6786.90018;Storengy;Sediane B
2016-02-22;9798.4098;Storengy;Saline
2011-03-30;3137.416096;Storengy;Sediane B
2016-07-29;6765.84558;Storengy;Sediane B
2016-02-24;9746.2746;Storengy;Saline
2011-03-31;3184.759829;Storengy;Sediane B
2016-07-30;6859.38816;Storengy;Sediane B
2016-02-29;9614.934;Storengy;Saline
2011-04-23;4261.696788;Storengy;Sediane B
2016-07-31;6952.93074;Storengy;Sediane B
2016-03-01;9585.8586;Storengy;Saline
2011-04-25;4350.00491;Storengy;Sediane B
2016-08-04;7326.80028;Storengy;Sediane B
2016-03-02;9531.7182;Storengy;Saline
2011-05-20;5440.382257;Storengy;Sediane B
2016-08-10;7888.25628;Storengy;Sediane B
2016-03-09;9193.842;Storengy;Saline
2011-05-22;5584.124937;Storengy;Sediane B
2016-08-16;8449.71228;Storengy;Sediane B
2016-03-13;9003.348;Storengy;Saline
2011-05-25;5801.133437;Storengy;Sediane B
2016-08-22;9011.06802;Storengy;Sediane B
2016-03-15;8979.2856;Storengy;Saline
2011-05-28;6043.326168;Storengy;Sediane B
2016-08-29;9666.0666;Storengy;Sediane B
2016-03-24;7975.683;Storengy;Saline
2011-05-31;6223.3842;Storengy;Sediane B
2016-09-09;10690.02198;Storengy;Sediane B
2016-03-27;7665.8796;Storengy;Saline
2011-06-03;6367.680338;Storengy;Sediane B
2016-09-23;11532.20598;Storengy;Sediane B
2016-03-30;7259.8266;Storengy;Saline
2011-06-04;6417.784247;Storengy;Sediane B
2016-09-24;11532.20598;Storengy;Sediane B
2016-03-31;7003.161;Storengy;Saline
2011-06-19;7161.60901;Storengy;Sediane B
2016-09-26;11532.20598;Storengy;Sediane B
2016-04-03;6499.8558;Storengy;Saline
2011-07-10;8151.569324;Storengy;Sediane B
2016-09-28;11532.20598;Storengy;Sediane B
2016-04-04;6382.5516;Storengy;Saline
2011-07-20;8832.106793;Storengy;Sediane B
2016-09-30;11554.26318;Storengy;Sediane B
2016-04-06;6382.5516;Storengy;Saline
2011-07-21;8897.963536;Storengy;Sediane B
2016-10-04;11770.524;Storengy;Sediane B
2016-04-07;6401.601;Storengy;Saline
2011-07-26;9242.369589;Storengy;Sediane B
2016-10-07;11923.01946;Storengy;Sediane B
2016-04-17;5965.67052;Storengy;Saline
2011-07-27;9304.775703;Storengy;Sediane B
2016-10-09;12019.97088;Storengy;Sediane B
2016-04-18;5967.37494;Storengy;Saline
2011-08-05;9437.05074;Storengy;Sediane B
2016-10-15;12302.4033;Storengy;Sediane B
2016-04-25;5781.29238;Storengy;Saline
2011-08-10;9750.732352;Storengy;Sediane B
2016-10-24;12767.1084;Storengy;Sediane B
2016-05-16;6061.11804;Storengy;Saline
2011-08-11;9793.218935;Storengy;Sediane B
2016-10-26;12860.75124;Storengy;Sediane B
2016-05-18;6098.61528;Storengy;Saline
2011-08-13;9872.493184;Storengy;Sediane B
2016-10-29;13010.33916;Storengy;Sediane B
2016-05-21;6166.69182;Storengy;Saline
2011-08-17;10030.16525;Storengy;Sediane B
2016-10-30;13052.04732;Storengy;Sediane B
2016-05-28;5977.5012;Storengy;Saline
2011-08-19;10087.70128;Storengy;Sediane B
2016-11-11;12962.21436;Storengy;Sediane B
2016-05-30;6030.23796;Storengy;Saline
2011-09-01;10450.07234;Storengy;Sediane B
2016-11-20;12822.95322;Storengy;Sediane B
2016-06-05;6218.32572;Storengy;Saline
2011-09-12;11027.11755;Storengy;Sediane B
2016-11-24;12822.95322;Storengy;Sediane B
2016-06-20;6897.48696;Storengy;Saline
2011-10-01;11924.408;Storengy;Sediane B
2016-11-27;12822.95322;Storengy;Sediane B
2016-07-02;7381.24146;Storengy;Saline
2011-10-07;12279.03857;Storengy;Sediane B
2016-12-01;12538.41534;Storengy;Sediane B
2016-07-09;7664.57622;Storengy;Saline
2011-10-16;12755.64682;Storengy;Sediane B
2016-12-03;12470.43906;Storengy;Sediane B
2016-07-10;7713.90414;Storengy;Saline
2011-10-18;12806.57354;Storengy;Sediane B
2016-12-08;12224.2005;Storengy;Sediane B
2016-07-15;7953.72606;Storengy;Saline
2011-10-26;13010.09789;Storengy;Sediane B
2016-12-11;12199.1355;Storengy;Sediane B
2016-07-25;8407.40256;Storengy;Saline
2011-10-29;13075.24024;Storengy;Sediane B
2016-12-13;12124.84284;Storengy;Sediane B
2016-07-28;8509.16646;Storengy;Saline
2011-11-07;13031.55834;Storengy;Sediane B
2016-12-17;12035.61144;Storengy;Sediane B
2016-07-30;8595.18954;Storengy;Saline
2011-11-08;13023.76256;Storengy;Sediane B
2016-12-24;11853.94032;Storengy;Sediane B
2016-08-01;8682.41574;Storengy;Saline
2011-11-09;12990.02507;Storengy;Sediane B
2016-12-25;11853.94032;Storengy;Sediane B
2016-08-12;9142.30836;Storengy;Saline
2011-11-11;12956.73875;Storengy;Sediane B
2017-01-04;10821.46284;Storengy;Sediane B
2016-08-13;9182.41236;Storengy;Saline
2011-11-17;12550.6185;Storengy;Sediane B
2017-01-10;9907.89372;Storengy;Sediane B
2016-08-17;9305.73216;Storengy;Saline
2011-12-07;11836.48669;Storengy;Sediane B
2017-01-11;9750.7863;Storengy;Sediane B
2016-08-19;9380.22534;Storengy;Saline
2011-12-12;11236.88833;Storengy;Sediane B
2017-01-20;8000.54748;Storengy;Sediane B
2016-08-24;9524.09844;Storengy;Saline
2011-12-14;10876.26435;Storengy;Sediane B
2017-01-28;6601.1184;Storengy;Sediane B
2016-08-29;9648.32058;Storengy;Saline
2011-12-16;10442.27284;Storengy;Sediane B
2017-01-30;6393.37968;Storengy;Sediane B
2016-09-03;9749.48292;Storengy;Saline
2011-12-20;9621.957865;Storengy;Sediane B
2017-02-01;6209.50284;Storengy;Sediane B
2016-09-11;9894.85992;Storengy;Saline
2011-12-21;9454.414675;Storengy;Sediane B
2017-02-17;4417.15482;Storengy;Sediane B
2016-09-23;10035.0234;Storengy;Saline
2011-12-22;9329.597803;Storengy;Sediane B
2017-02-18;4331.232;Storengy;Sediane B
2016-09-25;10066.40478;Storengy;Saline
2011-12-24;9120.136642;Storengy;Sediane B
2017-02-23;3872.64276;Storengy;Sediane B
2016-09-28;10115.83296;Storengy;Saline
2011-12-27;8810.187147;Storengy;Sediane B
2017-03-03;2804.7735;Storengy;Sediane B
2016-09-30;10124.35506;Storengy;Saline
2011-12-28;8674.613537;Storengy;Sediane B
2017-03-07;2455.56792;Storengy;Sediane B
2016-10-13;10418.31738;Storengy;Saline
2011-12-31;8315.767074;Storengy;Sediane B
2017-03-08;2368.6425;Storengy;Sediane B
2016-10-14;10441.17666;Storengy;Saline
2012-01-06;8249.357832;Storengy;Sediane B
2017-03-09;2302.57116;Storengy;Sediane B
2016-10-25;10683.30456;Storengy;Saline
2012-01-12;8194.119184;Storengy;Sediane B
2017-03-10;2235.798;Storengy;Sediane B
2016-10-26;10703.35656;Storengy;Saline
2012-01-15;8131.873876;Storengy;Sediane B
2017-03-13;2023.94862;Storengy;Sediane B
2016-11-11;10614.22542;Storengy;Saline
2012-01-20;7842.686786;Storengy;Sediane B
2017-03-16;1811.1969;Storengy;Sediane B
2016-11-21;10541.93796;Storengy;Saline
2012-01-25;7700.899972;Storengy;Sediane B
2017-03-19;1604.6613;Storengy;Sediane B
2016-11-24;10467.94608;Storengy;Saline
2012-02-06;5968.027446;Storengy;Sediane B
2017-03-24;1237.30866;Storengy;Sediane B
2016-12-02;9453.21462;Storengy;Saline
2012-02-09;5237.261653;Storengy;Sediane B
2017-03-25;1181.96514;Storengy;Sediane B
2016-12-13;8753.39982;Storengy;Saline
2012-02-12;4604.216142;Storengy;Sediane B
2017-04-03;1032.07644;Storengy;Sediane B
2016-12-18;8329.6008;Storengy;Saline
2012-02-18;4258.077096;Storengy;Sediane B
2017-04-04;1032.07644;Storengy;Sediane B
2016-12-22;7695.15552;Storengy;Saline
2012-02-21;4069.263151;Storengy;Sediane B
2017-04-09;1067.16744;Storengy;Sediane B
2016-12-24;7542.45954;Storengy;Saline
2012-02-25;3987.828981;Storengy;Sediane B
2017-04-15;1067.16744;Storengy;Sediane B
2016-12-26;7516.19142;Storengy;Saline
2012-02-28;3946.868485;Storengy;Sediane B
2017-04-20;1067.16744;Storengy;Sediane B
2017-01-08;6089.89266;Storengy;Saline
2012-03-02;3884.220962;Storengy;Sediane B
2017-04-25;1067.16744;Storengy;Sediane B
2017-01-11;5818.99014;Storengy;Saline
2012-03-12;3434.055886;Storengy;Sediane B
2017-04-27;1067.16744;Storengy;Sediane B
2017-01-13;5731.26264;Storengy;Saline
2012-03-14;3260.900898;Storengy;Sediane B
2017-04-30;1067.16744;Storengy;Sediane B
2017-01-19;4960.06272;Storengy;Saline
2012-03-24;3195.31512;Storengy;Sediane B
2017-05-02;1107.17118;Storengy;Sediane B
2017-01-20;4786.11162;Storengy;Saline
2012-04-03;2921.5764;Storengy;Sediane B
2017-05-08;1107.17118;Storengy;Sediane B
2017-01-26;3977.3142;Storengy;Saline
2012-04-09;2813.2956;Storengy;Sediane B
2017-05-09;1107.17118;Storengy;Sediane B
2017-01-29;3980.12148;Storengy;Saline
2012-04-13;2663.9082;Storengy;Sediane B
2017-05-19;1233.79956;Storengy;Sediane B
2017-02-01;3951.34686;Storengy;Saline
2012-04-16;2571.669;Storengy;Sediane B
2017-05-23;1422.38862;Storengy;Sediane B
2017-02-02;3947.13594;Storengy;Saline
2012-04-26;2197.6992;Storengy;Sediane B
2017-05-26;1563.75522;Storengy;Sediane B
2017-02-03;3940.81956;Storengy;Saline
2012-04-27;2205.72;Storengy;Sediane B
2017-05-27;1610.97768;Storengy;Sediane B
2017-02-07;3903.42258;Storengy;Saline
2012-05-07;2535.5754;Storengy;Sediane B
2017-06-01;1863.73314;Storengy;Sediane B
2017-02-09;3871.0386;Storengy;Saline
2012-05-12;2825.3268;Storengy;Sediane B
2017-06-09;2377.06434;Storengy;Sediane B
2017-02-24;3923.47458;Storengy;Saline
2012-05-15;2930.5998;Storengy;Sediane B
2017-06-13;2630.02032;Storengy;Sediane B
2017-03-04;4012.70598;Storengy;Saline
2012-05-17;2987.748;Storengy;Sediane B
2017-06-22;3201.90336;Storengy;Sediane B
2017-03-05;4041.4806;Storengy;Saline
2012-05-21;3233.385;Storengy;Sediane B
2017-06-26;3355.30116;Storengy;Sediane B
2017-03-06;4024.03536;Storengy;Saline
2012-06-17;4128.7068;Storengy;Sediane B
2017-07-13;4133.92032;Storengy;Sediane B
2017-03-07;4019.4234;Storengy;Saline
2012-06-21;4223.9538;Storengy;Sediane B
2017-07-21;4648.25412;Storengy;Sediane B
2017-03-08;4033.86084;Storengy;Saline
2012-06-27;4557.8196;Storengy;Sediane B
2017-07-22;4712.52078;Storengy;Sediane B
2017-03-11;4144.44762;Storengy;Saline
2012-07-06;5092.2054;Storengy;Sediane B
2017-07-28;5098.221;Storengy;Sediane B
2017-03-13;4223.25198;Storengy;Saline
2012-07-13;5528.3364;Storengy;Sediane B
2017-08-05;5611.95324;Storengy;Sediane B
2017-03-18;4365.01962;Storengy;Saline
2012-07-21;5983.5168;Storengy;Sediane B
2017-08-07;5740.28604;Storengy;Sediane B
2017-03-20;4428.78498;Storengy;Saline
2012-07-24;6152.9562;Storengy;Sediane B
2017-08-12;6061.11804;Storengy;Sediane B
2017-03-29;4649.45724;Storengy;Saline
2012-07-29;6477.7986;Storengy;Sediane B
2017-08-20;6574.44924;Storengy;Sediane B
2017-04-09;4910.33376;Storengy;Saline
2012-08-04;6878.8386;Storengy;Sediane B
2017-08-26;6960.0492;Storengy;Sediane B
2017-04-12;4998.16152;Storengy;Saline
2012-08-13;7587.6768;Storengy;Sediane B
2017-08-28;7088.58252;Storengy;Sediane B
2017-04-20;5191.86384;Storengy;Saline
2012-08-14;7647.8328;Storengy;Sediane B
2017-08-30;7217.2161;Storengy;Sediane B
2017-05-09;5490.63864;Storengy;Saline
2012-08-17;7903.4958;Storengy;Sediane B
2017-08-31;7281.48276;Storengy;Sediane B
2017-05-16;5656.46868;Storengy;Saline
2012-08-18;7991.7246;Storengy;Sediane B
2017-09-08;7788.59784;Storengy;Sediane B
2017-05-30;6040.26396;Storengy;Saline
2012-08-19;8078.9508;Storengy;Sediane B
2017-09-11;7969.06584;Storengy;Sediane B
2017-05-31;6061.92012;Storengy;Saline
2012-08-25;8553.1806;Storengy;Sediane B
2017-09-13;8089.37784;Storengy;Sediane B
2017-06-03;6191.95734;Storengy;Saline
2012-08-27;8700.5628;Storengy;Sediane B
2018-01-04;16519.23864;Storengy;Centre
2017-09-20;8362.88712;Storengy;Sediane B
2017-06-04;6243.59124;Storengy;Saline
2012-09-04;9208.881;Storengy;Sediane B
2018-01-06;16185.57336;Storengy;Centre
2017-09-21;8398.98072;Storengy;Sediane B
2017-06-09;6482.51082;Storengy;Saline
2012-09-12;9600.8976;Storengy;Sediane B
2018-01-08;15731.09478;Storengy;Centre
2017-09-23;8398.98072;Storengy;Sediane B
2017-06-15;6715.11402;Storengy;Saline
2012-09-13;9636.9912;Storengy;Sediane B
2018-01-09;15457.5855;Storengy;Centre
2017-09-29;8644.61772;Storengy;Sediane B
2017-06-21;6922.85274;Storengy;Saline
2012-10-09;10970.4492;Storengy;Sediane B
2018-01-18;13171.1562;Storengy;Centre
2017-10-08;8998.93656;Storengy;Sediane B
2017-06-30;7184.93238;Storengy;Saline
2012-10-16;11363.4684;Storengy;Sediane B
2018-01-22;12253.2759;Storengy;Centre
2017-10-24;8997.93396;Storengy;Sediane B
2017-07-02;7244.08578;Storengy;Saline
2012-10-18;11476.7622;Storengy;Sediane B
2018-02-01;10013.06646;Storengy;Centre
2017-10-26;8997.93396;Storengy;Sediane B
2017-07-08;7388.1594;Storengy;Saline
2012-10-23;11762.5032;Storengy;Sediane B
2018-02-28;4889.37942;Storengy;Centre
2017-11-02;8997.93396;Storengy;Sediane B
2017-07-13;7520.70312;Storengy;Saline
2012-10-30;12011.148;Storengy;Sediane B
2018-03-03;4371.93756;Storengy;Centre
2017-11-07;8997.93396;Storengy;Sediane B
2017-07-15;7594.09344;Storengy;Saline
2012-11-03;11943.9738;Storengy;Sediane B
2018-03-04;4208.4135;Storengy;Centre
2017-11-11;8997.93396;Storengy;Sediane B
2017-07-18;7685.63082;Storengy;Saline
2012-11-06;11833.6878;Storengy;Sediane B
2018-03-08;3569.45652;Storengy;Centre
2017-11-14;8997.93396;Storengy;Sediane B
2017-07-23;7849.45566;Storengy;Saline
2012-11-13;11498.8194;Storengy;Sediane B
2018-03-11;3246.21828;Storengy;Centre
2017-11-20;8997.93396;Storengy;Sediane B
2017-07-29;8009.16984;Storengy;Saline
2012-11-17;11269.224;Storengy;Sediane B
2018-03-12;3103.44804;Storengy;Centre
2017-11-21;8997.93396;Storengy;Sediane B
2017-08-17;8686.62666;Storengy;Saline
2012-11-18;11247.1668;Storengy;Sediane B
2018-03-24;1490.8662;Storengy;Centre
2017-11-23;8997.93396;Storengy;Sediane B
2017-08-18;8702.0667;Storengy;Saline
2012-11-19;11187.0108;Storengy;Sediane B
2018-03-25;1401.73506;Storengy;Centre
2017-11-25;8997.93396;Storengy;Sediane B
2017-08-21;8749.58994;Storengy;Saline
2012-11-27;10850.1372;Storengy;Sediane B
2018-04-05;1302.17688;Storengy;Centre
2017-12-12;8194.14954;Storengy;Sediane B
2017-08-31;9020.59272;Storengy;Saline
2012-12-04;10363.8762;Storengy;Sediane B
2018-04-10;1907.64702;Storengy;Centre
2017-12-18;7778.57184;Storengy;Sediane B
2017-09-01;9044.4546;Storengy;Saline
2012-12-07;10060.0884;Storengy;Sediane B
2018-04-11;2015.32626;Storengy;Centre
2017-12-21;7641.3159;Storengy;Sediane B
2017-09-07;9147.2211;Storengy;Saline
2012-12-09;9997.9272;Storengy;Sediane B
2018-04-20;3156.88662;Storengy;Centre
2017-12-22;7634.799;Storengy;Sediane B
2017-09-14;9274.35078;Storengy;Saline
2012-12-12;9709.1784;Storengy;Sediane B
2018-04-25;3811.08312;Storengy;Centre
2017-12-23;7632.7938;Storengy;Sediane B
2017-09-25;9416.4192;Storengy;Saline
2012-12-27;9091.5768;Storengy;Sediane B
2018-04-30;4333.2372;Storengy;Centre
2017-12-27;7564.81752;Storengy;Sediane B
2017-09-26;9423.33714;Storengy;Saline
2012-12-31;9053.478;Storengy;Sediane B
2018-05-06;5217.12936;Storengy;Centre
2017-12-31;7417.53558;Storengy;Sediane B
